zmax> 29.0
ymax> 18.2
zmin> -35.0
nx> 9
ny> 7
nz> 10
xmax> 24.9
xmin> -30.0
ymin> -25.0
! X	             Y	             Z	            Fx	            Fy	            Fz
-1.1700000E+01	-1.7800000E+01	-3.0000000E+00	-5.3203353E+00	 6.3344464E+00	-3.0013635E+00
-1.1700000E+01	-1.7800000E+01	 5.0000000E+00	 2.6796647E+00	-9.6655536E+00	 5.0022725E+00
-1.1700000E+01	-1.7800000E+01	 1.3000000E+01	 1.0679665E+01	-2.5665554E+01	 1.3005909E+01
-1.1700000E+01	-1.7800000E+01	 2.1000000E+01	 1.8679665E+01	-4.1665554E+01	 2.1009545E+01
-1.1700000E+01	-1.7800000E+01	 2.9000000E+01	 2.6679665E+01	-5.7665554E+01	 2.9013181E+01
-1.1700000E+01	-1.0600000E+01	-3.5000000E+01	-3.7069274E+01	 6.9212728E+01	-3.5015908E+01
-1.1700000E+01	-1.0600000E+01	-2.7000000E+01	-2.9069274E+01	 5.3212728E+01	-2.7012272E+01
-1.1700000E+01	-1.0600000E+01	-1.9000000E+01	-2.1069274E+01	 3.7212728E+01	-1.9008636E+01
-1.1700000E+01	-1.0600000E+01	-1.1000000E+01	-1.3069274E+01	 2.1212728E+01	-1.1005000E+01
-1.1700000E+01	-1.0600000E+01	-3.0000000E+00	-5.0692744E+00	 5.2127277E+00	-3.0013635E+00
-1.1700000E+01	-1.0600000E+01	 5.0000000E+00	 2.9307256E+00	-1.0787272E+01	 5.0022725E+00
-1.1700000E+01	-1.0600000E+01	 1.3000000E+01	 1.0930726E+01	-2.6787272E+01	 1.3005909E+01
-1.1700000E+01	-1.0600000E+01	 2.1000000E+01	 1.8930726E+01	-4.2787272E+01	 2.1009545E+01
-1.1700000E+01	-1.0600000E+01	 2.9000000E+01	 2.6930726E+01	-5.8787272E+01	 2.9013181E+01
-1.1700000E+01	-3.4000000E+00	-3.5000000E+01	-3.5791049E+01	 6.8481802E+01	-3.5015908E+01
-1.1700000E+01	-3.4000000E+00	-2.7000000E+01	-2.7791049E+01	 5.2481802E+01	-2.7012272E+01
-1.1700000E+01	-3.4000000E+00	-1.9000000E+01	-1.9791049E+01	 3.6481802E+01	-1.9008636E+01
-1.1700000E+01	-3.4000000E+00	-1.1000000E+01	-1.1791049E+01	 2.0481802E+01	-1.1005000E+01
-1.1700000E+01	-3.4000000E+00	-3.0000000E+00	-3.7910494E+00	 4.4818020E+00	-3.0013635E+00
-1.1700000E+01	-3.4000000E+00	 5.0000000E+00	 4.2089506E+00	-1.1518198E+01	 5.0022725E+00
-1.1700000E+01	-3.4000000E+00	 1.3000000E+01	 1.2208951E+01	-2.7518198E+01	 1.3005909E+01
-1.1700000E+01	-3.4000000E+00	 2.1000000E+01	 2.0208951E+01	-4.3518198E+01	 2.1009545E+01
-1.1700000E+01	-3.4000000E+00	 2.9000000E+01	 2.8208951E+01	-5.9518198E+01	 2.9013181E+01
-1.1700000E+01	 3.8000000E+00	-3.5000000E+01	-3.4120157E+01	 6.8504492E+01	-3.5015908E+01
-1.1700000E+01	 3.8000000E+00	-2.7000000E+01	-2.6120157E+01	 5.2504492E+01	-2.7012272E+01
-1.1700000E+01	 3.8000000E+00	-1.9000000E+01	-1.8120157E+01	 3.6504492E+01	-1.9008636E+01
-1.1700000E+01	 3.8000000E+00	-1.1000000E+01	-1.0120157E+01	 2.0504492E+01	-1.1005000E+01
-1.1700000E+01	 3.8000000E+00	-3.0000000E+00	-2.1201566E+00	 4.5044924E+00	-3.0013635E+00
