zmax> 29.0
ymax> 18.2
zmin> -35.0
nx> 9
ny> 7
nz> 10
xmax> 24.9
xmin> -30.0
ymin> -25.0
! X	             Y	             Z	            Fx	            Fy	            Fz
-2.39000000E+01	-2.50000000E+01	-1.90000000E+01	-1.81989531E+01	3.95099195E+01	-8.36790554E+00
-1.78000000E+01	-2.50000000E+01	-1.90000000E+01	-1.93501533E+01	3.95850542E+01	-1.43505942E+01
-1.17000000E+01	-2.50000000E+01	-1.90000000E+01	-2.04196083E+01	3.92901497E+01	-1.90086356E+01
-5.60000000E+00	-2.50000000E+01	-1.90000000E+01	-2.11576482E+01	3.86940528E+01	-2.19120640E+01
5.00000000E-01	-2.50000000E+01	-1.90000000E+01	-2.13919737E+01	3.79359256E+01	-2.27928754E+01
6.60000000E+00	-2.50000000E+01	-1.90000000E+01	-2.10678802E+01	3.71927569E+01	-2.15697654E+01
1.27000000E+01	-2.50000000E+01	-1.90000000E+01	-2.02610291E+01	3.66380434E+01	-1.83556347E+01
1.88000000E+01	-2.50000000E+01	-1.90000000E+01	-1.91597841E+01	3.64012859E+01	-1.34471670E+01
2.49000000E+01	-2.50000000E+01	-1.90000000E+01	-1.80212366E+01	3.65377567E+01	-7.29744379E+00
-3.00000000E+01	-1.78000000E+01	-1.90000000E+01	-1.61147359E+01	3.82805617E+01	-1.61280820E+00
-2.39000000E+01	-1.78000000E+01	-1.90000000E+01	-1.76906971E+01	3.83914175E+01	-8.36790554E+00
-1.78000000E+01	-1.78000000E+01	-1.90000000E+01	-1.95723220E+01	3.84108947E+01	-1.43505942E+01
-1.17000000E+01	-1.78000000E+01	-1.90000000E+01	-2.13203353E+01	3.83344464E+01	-1.90086356E+01
-5.60000000E+00	-1.78000000E+01	-1.90000000E+01	-2.25266540E+01	3.81799198E+01	-2.19120640E+01
5.00000000E-01	-1.78000000E+01	-1.90000000E+01	-2.29096566E+01	3.79833900E+01	-2.27928754E+01
6.60000000E+00	-1.78000000E+01	-1.90000000E+01	-2.23799291E+01	3.77907378E+01	-2.15697654E+01
1.27000000E+01	-1.78000000E+01	-1.90000000E+01	-2.10611392E+01	3.76469391E+01	-1.83556347E+01
1.88000000E+01	-1.78000000E+01	-1.90000000E+01	-1.92611655E+01	3.75855643E+01	-1.34471670E+01
2.49000000E+01	-1.78000000E+01	-1.90000000E+01	-1.74002212E+01	3.76209417E+01	-7.29744379E+00
-3.00000000E+01	-1.06000000E+01	-1.90000000E+01	-1.64269222E+01	3.73395698E+01	-1.61280820E+00
-2.39000000E+01	-1.06000000E+01	-1.90000000E+01	-1.78323640E+01	3.70786203E+01	-8.36790554E+00
-1.78000000E+01	-1.06000000E+01	-1.90000000E+01	-1.95103966E+01	3.70327717E+01	-1.43505942E+01
-1.17000000E+01	-1.06000000E+01	-1.90000000E+01	-2.10692744E+01	3.72127277E+01	-1.90086356E+01
-5.60000000E+00	-1.06000000E+01	-1.90000000E+01	-2.21450691E+01	3.75764767E+01	-2.19120640E+01
5.00000000E-01	-1.06000000E+01	-1.90000000E+01	-2.24866308E+01	3.80390993E+01	-2.27928754E+01
6.60000000E+00	-1.06000000E+01	-1.90000000E+01	-2.20142199E+01	3.84925941E+01	-2.15697654E+01
1.27000000E+01	-1.06000000E+01	-1.90000000E+01	-2.08381234E+01	3.88310901E+01	-1.83556347E+01
1.88000000E+01	-1.06000000E+01	-1.90000000E+01	-1.92329073E+01	3.89755637E+01	-1.34471670E+01
2.49000000E+01	-1.06000000E+01	-1.90000000E+01	-1.75733177E+01	3.88922868E+01	-7.29744379E+00
-3.00000000E+01	-3.40000000E+00	-1.90000000E+01	-1.80163549E+01	3.67264079E+01	-1.61280820E+00
-2.39000000E+01	-3.40000000E+00	-1.90000000E+01	-1.85536320E+01	3.62231854E+01	-8.36790554E+00
-1.78000000E+01	-3.40000000E+00	-1.90000000E+01	-1.91951162E+01	3.61347698E+01	-1.43505942E+01
-1.17000000E+01	-3.40000000E+00	-1.90000000E+01	-1.97910494E+01	3.64818020E+01	-1.90086356E+01
-5.60000000E+00	-3.40000000E+00	-1.90000000E+01	-2.02023080E+01	3.71832657E+01	-2.19120640E+01
5.00000000E-01	-3.40000000E+00	-1.90000000E+01	-2.03328814E+01	3.80754003E+01	-2.27928754E+01
6.60000000E+00	-3.40000000E+00	-1.90000000E+01	-2.01522865E+01	3.89499323E+01	-2.15697654E+01
1.27000000E+01	-3.40000000E+00	-1.90000000E+01	-1.97026842E+01	3.96026975E+01	-1.83556347E+01
1.88000000E+01	-3.40000000E+00	-1.90000000E+01	-1.90890366E+01	3.98813046E+01	-1.34471670E+01
2.49000000E+01	-3.40000000E+00	-1.90000000E+01	-1.84546029E+01	3.97207110E+01	-7.29744379E+00
-3.00000000E+01	3.80000000E+00	-1.90000000E+01	-2.00940577E+01	3.67454425E+01	-1.61280820E+00
-2.39000000E+01	3.80000000E+00	-1.90000000E+01	-1.94964720E+01	3.62497410E+01	-8.36790554E+00
-1.78000000E+01	3.80000000E+00	-1.90000000E+01	-1.87829823E+01	3.61626468E+01	-1.43505942E+01
-1.17000000E+01	3.80000000E+00	-1.90000000E+01	-1.81201566E+01	3.65044924E+01	-1.90086356E+01
-5.60000000E+00	3.80000000E+00	-1.90000000E+01	-1.76627349E+01	3.71954722E+01	-2.19120640E+01
5.00000000E-01	3.80000000E+00	-1.90000000E+01	-1.75175049E+01	3.80742734E+01	-2.27928754E+01
6.60000000E+00	3.80000000E+00	-1.90000000E+01	-1.77183712E+01	3.89357350E+01	-2.15697654E+01
1.27000000E+01	3.80000000E+00	-1.90000000E+01	-1.82184406E+01	3.95787443E+01	-1.83556347E+01
1.88000000E+01	3.80000000E+00	-1.90000000E+01	-1.89009692E+01	3.98531873E+01	-1.34471670E+01
2.49000000E+01	3.80000000E+00	-1.90000000E+01	-1.96066170E+01	3.96949940E+01	-7.29744379E+00
-3.00000000E+01	1.10000000E+01	-1.90000000E+01	-2.16286828E+01	3.73872250E+01	-1.61280820E+00
-2.39000000E+01	1.10000000E+01	-1.90000000E+01	-2.01928690E+01	3.71451051E+01	-8.36790554E+00
-1.78000000E+01	1.10000000E+01	-1.90000000E+01	-1.84785736E+01	3.71025648E+01	-1.43505942E+01
-1.17000000E+01	1.10000000E+01	-1.90000000E+01	-1.68860079E+01	3.72695356E+01	-1.90086356E+01
-5.60000000E+00	1.10000000E+01	-1.90000000E+01	-1.57869649E+01	3.76070372E+01	-2.19120640E+01
5.00000000E-01	1.10000000E+01	-1.90000000E+01	-1.54380220E+01	3.80362780E+01	-2.27928754E+01
6.60000000E+00	1.10000000E+01	-1.90000000E+01	-1.59206418E+01	3.84570495E+01	-2.15697654E+01
1.27000000E+01	1.10000000E+01	-1.90000000E+01	-1.71221541E+01	3.87711204E+01	-1.83556347E+01
1.88000000E+01	1.10000000E+01	-1.90000000E+01	-1.87620595E+01	3.89051692E+01	-1.34471670E+01
2.49000000E+01	1.10000000E+01	-1.90000000E+01	-2.04575134E+01	3.88279013E+01	-7.29744379E+00
-3.00000000E+01	1.82000000E+01	-1.90000000E+01	-2.18584599E+01	3.83331821E+01	-1.61280820E+00
-2.39000000E+01	1.82000000E+01	-1.90000000E+01	-2.02971395E+01	3.84648292E+01	-8.36790554E+00
-1.78000000E+01	1.82000000E+01	-1.90000000E+01	-1.84329949E+01	3.84879594E+01	-1.43505942E+01
-1.17000000E+01	1.82000000E+01	-1.90000000E+01	-1.67012207E+01	3.83971730E+01	-1.90086356E+01
-5.60000000E+00	1.82000000E+01	-1.90000000E+01	-1.55061087E+01	3.82136644E+01	-2.19120640E+01
5.00000000E-01	1.82000000E+01	-1.90000000E+01	-1.51266642E+01	3.79802747E+01	-2.27928754E+01
6.60000000E+00	1.82000000E+01	-1.90000000E+01	-1.56514705E+01	3.77514900E+01	-2.15697654E+01
1.27000000E+01	1.82000000E+01	-1.90000000E+01	-1.69580088E+01	3.75807213E+01	-1.83556347E+01
1.88000000E+01	1.82000000E+01	-1.90000000E+01	-1.87412608E+01	3.75078354E+01	-1.34471670E+01
2.49000000E+01	1.82000000E+01	-1.90000000E+01	-2.05849168E+01	3.75498480E+01	-7.29744379E+00
-3.00000000E+01	-2.50000000E+01	-1.10000000E+01	-9.23476161E+00	2.30822860E+01	-9.33731062E-01
-2.39000000E+01	-2.50000000E+01	-1.10000000E+01	-1.01989531E+01	2.35099195E+01	-4.84457689E+00
-1.78000000E+01	-2.50000000E+01	-1.10000000E+01	-1.13501533E+01	2.35850542E+01	-8.30823875E+00
-1.17000000E+01	-2.50000000E+01	-1.10000000E+01	-1.24196083E+01	2.32901497E+01	-1.10049995E+01
-5.60000000E+00	-2.50000000E+01	-1.10000000E+01	-1.31576482E+01	2.26940528E+01	-1.26859318E+01
5.00000000E-01	-2.50000000E+01	-1.10000000E+01	-1.33919737E+01	2.19359256E+01	-1.31958752E+01
6.60000000E+00	-2.50000000E+01	-1.10000000E+01	-1.30678802E+01	2.11927569E+01	-1.24877589E+01
1.27000000E+01	-2.50000000E+01	-1.10000000E+01	-1.22610291E+01	2.06380434E+01	-1.06269464E+01
1.88000000E+01	-2.50000000E+01	-1.10000000E+01	-1.11597841E+01	2.04012859E+01	-7.78520193E+00
2.49000000E+01	-2.50000000E+01	-1.10000000E+01	-1.00212366E+01	2.05377567E+01	-4.22483588E+00
-3.00000000E+01	-1.78000000E+01	-1.10000000E+01	-8.11473588E+00	2.22805617E+01	-9.33731062E-01
-2.39000000E+01	-1.78000000E+01	-1.10000000E+01	-9.69069707E+00	2.23914175E+01	-4.84457689E+00
-1.78000000E+01	-1.78000000E+01	-1.10000000E+01	-1.15723220E+01	2.24108947E+01	-8.30823875E+00
-1.17000000E+01	-1.78000000E+01	-1.10000000E+01	-1.33203353E+01	2.23344464E+01	-1.10049995E+01
-5.60000000E+00	-1.78000000E+01	-1.10000000E+01	-1.45266540E+01	2.21799198E+01	-1.26859318E+01
5.00000000E-01	-1.78000000E+01	-1.10000000E+01	-1.49096566E+01	2.19833900E+01	-1.31958752E+01
6.60000000E+00	-1.78000000E+01	-1.10000000E+01	-1.43799291E+01	2.17907378E+01	-1.24877589E+01
1.27000000E+01	-1.78000000E+01	-1.10000000E+01	-1.30611392E+01	2.16469391E+01	-1.06269464E+01
1.88000000E+01	-1.78000000E+01	-1.10000000E+01	-1.12611655E+01	2.15855643E+01	-7.78520193E+00
2.49000000E+01	-1.78000000E+01	-1.10000000E+01	-9.40022120E+00	2.16209417E+01	-4.22483588E+00
-3.00000000E+01	-1.06000000E+01	-1.10000000E+01	-8.42692220E+00	2.13395698E+01	-9.33731062E-01
-2.39000000E+01	-1.06000000E+01	-1.10000000E+01	-9.83236399E+00	2.10786203E+01	-4.84457689E+00
-1.78000000E+01	-1.06000000E+01	-1.10000000E+01	-1.15103966E+01	2.10327717E+01	-8.30823875E+00
-1.17000000E+01	-1.06000000E+01	-1.10000000E+01	-1.30692744E+01	2.12127277E+01	-1.10049995E+01
-5.60000000E+00	-1.06000000E+01	-1.10000000E+01	-1.41450691E+01	2.15764767E+01	-1.26859318E+01
5.00000000E-01	-1.06000000E+01	-1.10000000E+01	-1.44866308E+01	2.20390993E+01	-1.31958752E+01
6.60000000E+00	-1.06000000E+01	-1.10000000E+01	-1.40142199E+01	2.24925941E+01	-1.24877589E+01
